parameters:
Namespace(alpha=[0.1, 0.2, 0.5, 1.0, 2.0], clt_leaves=False, cluster_method='GMM', cluster_penalty=[1.0], cv=5, dataset='data/multilabel/business1500/business1500.5.folds.pklz', features=None, g_factor=[5.0, 10.0, 15.0, 20.0], gzip=True, kde_leaves=False, min_inst_slice=[10, 50, 100, 500], n_iters=100, n_restarts=4, n_row_clusters=2, output='exp/ml-repr-spn/', save_model=True, seed=1337, sklearn_args=None, suffix=None, test_ext=None, train_ext=None, valid_ext=None, verbose=1)

g-factor:	clu-pen:	min-ins:	alpha:	fold:	n_edges:	depth:	n_weights:	n_leaves:	n_sums:	n_prods:	train_ll	valid_ll:	test_ll
15.00000	1.00000	10	0.20000	2	2411	15	232	2067	113	232	-17.47229	-inf	-18.86265
15.00000	1.00000	10	0.20000	3	2441	15	222	2113	107	222	-17.79321	-inf	-17.02451
15.00000	1.00000	10	0.20000	4	2400	15	226	2066	109	226	-17.58651	-inf	-18.03187
15.00000	1.00000	10	0.50000	0	2384	13	227	2047	111	227	-17.68286	-inf	-17.61291
15.00000	1.00000	10	0.50000	1	2514	17	246	2151	118	246	-17.55311	-inf	-18.04917
15.00000	1.00000	10	0.50000	2	2411	15	232	2067	113	232	-17.47062	-inf	-18.83455
15.00000	1.00000	10	0.50000	3	2441	15	222	2113	107	222	-17.79290	-inf	-17.01188
15.00000	1.00000	10	0.50000	4	2400	15	226	2066	109	226	-17.58593	-inf	-18.00515
15.00000	1.00000	10	1.00000	0	2384	13	227	2047	111	227	-17.69898	-inf	-17.61229
15.00000	1.00000	10	1.00000	1	2514	17	246	2151	118	246	-17.57645	-inf	-18.04604
15.00000	1.00000	10	1.00000	2	2411	15	232	2067	113	232	-17.48686	-inf	-18.82934
15.00000	1.00000	10	1.00000	3	2441	15	222	2113	107	222	-17.81038	-inf	-17.01848
15.00000	1.00000	10	1.00000	4	2400	15	226	2066	109	226	-17.60350	-inf	-18.00100
15.00000	1.00000	10	2.00000	0	2384	13	227	2047	111	227	-17.75477	-inf	-17.65237
15.00000	1.00000	10	2.00000	1	2514	17	246	2151	118	246	-17.64474	-inf	-18.08738
15.00000	1.00000	10	2.00000	2	2411	15	232	2067	113	232	-17.54256	-inf	-18.86213
15.00000	1.00000	10	2.00000	3	2441	15	222	2113	107	222	-17.86831	-inf	-17.06319
15.00000	1.00000	10	2.00000	4	2400	15	226	2066	109	226	-17.66171	-inf	-18.03404
15.00000	1.00000	50	0.10000	0	2367	13	222	2037	109	222	-17.69570	-inf	-17.66130
15.00000	1.00000	50	0.10000	1	2527	17	252	2156	120	252	-17.55604	-inf	-18.10538
15.00000	1.00000	50	0.10000	2	2408	15	231	2065	113	231	-17.48053	-inf	-18.88846
15.00000	1.00000	50	0.10000	3	2426	15	216	2107	104	216	-17.79170	-inf	-17.03060
15.00000	1.00000	50	0.10000	4	2383	13	226	2049	109	226	-17.57948	-inf	-18.05419
15.00000	1.00000	50	0.20000	0	2367	13	222	2037	109	222	-17.68934	-inf	-17.63902
15.00000	1.00000	50	0.20000	1	2527	17	252	2156	120	252	-17.55159	-inf	-18.07631
15.00000	1.00000	50	0.20000	2	2408	15	231	2065	113	231	-17.47377	-inf	-18.86312
15.00000	1.00000	50	0.20000	3	2426	15	216	2107	104	216	-17.78564	-inf	-17.01628
15.00000	1.00000	50	0.20000	4	2383	13	226	2049	109	226	-17.57362	-inf	-18.02893
15.00000	1.00000	50	0.50000	0	2367	13	222	2037	109	222	-17.68771	-inf	-17.61494
15.00000	1.00000	50	0.50000	1	2527	17	252	2156	120	252	-17.55466	-inf	-18.04526
15.00000	1.00000	50	0.50000	2	2408	15	231	2065	113	231	-17.47203	-inf	-18.83525
15.00000	1.00000	50	0.50000	3	2426	15	216	2107	104	216	-17.78476	-inf	-17.00345
15.00000	1.00000	50	0.50000	4	2383	13	226	2049	109	226	-17.57303	-inf	-18.00022
15.00000	1.00000	50	1.00000	0	2367	13	222	2037	109	222	-17.70355	-inf	-17.61349
15.00000	1.00000	50	1.00000	1	2527	17	252	2156	120	252	-17.57722	-inf	-18.04132
